rid,ri_stratum
5e874792-cd2d-7cf5-c43e-66da66a34b8b,193
5e87479b-d958-b848-a1b2-9ee38e4be15b,189
5e8747a2-dfe6-fbb3-65c2-d8680bef7798,187
5e8747a9-a435-d364-73e1-10c6bb254172,200
5e8747ae-0341-9290-bbb0-bb129bc5ecbf,200
5e8747ae-cec9-7628-f144-bcab19a91a7b,218
5e8747b6-0744-b2c3-f6e3-7eef65900a79,204
5e8747c9-5524-68b6-c7d3-4af56e5f7d0b,199
5e8747c9-afcf-dc81-aed2-185535cbe7c1,194
5e8747d4-3194-f6a3-b280-60870d4373e5,212
5e8747d9-7551-00a1-464a-87358af97162,217
5e8747df-54df-27d2-bd4b-654fc74dcf14,267
5e8747e5-0a48-6287-a4ee-00d412934d65,197
5e8747e7-caa5-a215-c955-2fb5045eb641,146
5e8747eb-3b6d-ee55-8570-561a3c15d4db,214
5e8747f0-e8f2-d5f1-24bb-d0506d731f3c,184
5e8747f2-93c7-aeb0-e290-0354a9ba293f,204
5e8747f3-02ee-7c32-5f72-e5b73aecdc1a,159
5e8747f4-d4e8-2375-f01d-bd34786b8833,237
5e874809-7775-d4b1-6fdf-10f18f5b2f71,237
5e87480e-f855-7583-9ff0-0407b20ba5ce,170
5e874810-258a-aaba-c249-2a5130cb9a9e,184
5e874815-7fd7-8193-04f9-be5c8ebfdfe7,227
5e874821-b9da-3f1f-8f77-6cb493eb520c,200
5e874822-05aa-c47a-e602-7158316c8294,166
5e874824-1710-fef7-29e2-6f849fa0b26a,166
5e87482a-4625-92aa-46fe-706ccd60377d,179
5e87482b-504e-2161-876e-f2df9296e415,184
5e874831-7ec0-9cfb-d4f7-213ff6e261c9,206
5e874832-e748-3fb1-af8f-8c137d432374,183
5e87483b-78cd-226a-aa4f-2321bf8428fe,202
5e874845-340a-4304-42c1-c38deed7d59f,181
5e87484e-79d0-b455-ac66-5de3989c9490,183
5e87484f-13d9-8cc8-0b6b-e108705e2b9a,210
5e874854-6980-e5da-c568-f0b646289eb6,202
5e874857-32ea-b130-5fce-20fdbd318b01,197
5e874857-531a-b3bb-8a3f-90b4b385a424,197
5e87485b-f47c-b138-2a98-a787b9aa7381,214
5e87485e-2d9a-b15b-f825-905e2246dacc,197
5e874860-e58e-0fe5-8fa8-39e28a42aa34,173
5e874860-fe5c-2924-0c66-84dd3750cd03,185
5e874862-4137-6b1e-2a7e-cce9af2b1472,192
5e874865-ccc1-1bc6-1a3f-86af6c2ec71b,178
5e874867-7d7d-db32-ff2b-adacf5a1d9a3,197
5e87486b-e338-b1b5-957b-7df8b7efda46,241
5e87486e-4984-16fc-17c8-e9afb27f22b1,217
5e874870-96c9-6d17-251a-afe3dd6e3953,231
5e874872-bf3e-a143-aabe-6339547181ba,166
5e874873-6cec-157e-be5d-b8b684935a37,225
5e874878-cb9d-2f0d-ba09-fcd34475cc93,203
5e874879-1fda-c3f1-8533-bc61b98ece69,229
5e874884-0d3f-af38-f847-1017e7b29843,218
5e874886-8a31-810e-9d77-ea9c3f9d0a2c,205
5e87488e-da8a-3541-7276-1871420f7016,200
5e874891-1115-cdaa-bcf2-216cdc29cf35,206
5e874891-2de0-2b9d-8982-da7a88718153,210
5e874892-081a-50b0-b98e-c82db3e92017,229
5e874895-2d95-a37a-fdcd-07558c00940d,170
5e87489a-fe8c-b9b3-e37b-0c01103ae519,218
5e8748a4-cf2c-67a6-16e3-7355c84d99e7,173
5e8748a6-2f83-cf40-9792-7c3662543522,211
5e8748aa-a614-3926-cace-7853a3d10b53,214
5e8748ab-c8d3-e1ff-0b3c-23a5063e929a,206
5e8748b4-f376-5d62-9bfc-e47665b577ac,201
5e8748b5-c219-e1b3-650a-e7f00a62a9f2,212
5e8748c0-926b-9f6a-174d-a55c29ba9cc2,206
5e8748c4-5dec-152e-6892-b5915a62f349,207
5e8748c5-c85d-eaeb-8311-71ca37103729,248
5e8748c6-469b-4779-fac1-9aee1588acac,237
5e8748d5-5ee1-e8e9-fae8-f9c4bab74caf,227
5e8748db-2ce8-1de7-dbef-2c3d21880641,212
5e8748df-b1a9-8452-3b54-e75302c00305,204
5e8748e0-f3b2-22b4-443e-ecad54dd5a89,210
5e8748e3-70dd-10e6-a74f-c338a3021891,126
5e8748e6-7ec8-5ede-5042-7bef0c927ae9,205
5e8748ef-ca6e-9f40-71ae-89a9bb34635f,212
5e8748f2-bd3e-e9cd-852f-1bfa69e8e409,203
5e8748f5-252e-a50d-8a2d-a40916e94d6c,214
5e8748fe-9aab-aee5-80c7-dd8b5091ddef,178
5e874907-def9-dadd-66c8-c2a9213aaeaf,201
5e87490b-6945-2507-864b-908c77ad2032,221
5e874912-0e82-0df7-a400-2a2e1d3ead21,203
5e874914-b6a6-2e94-be33-d2264aae9ff5,178
5e874915-4775-f4a9-4352-adb8db17667d,170
5e874917-41ee-4925-231f-dac588373fd6,207
5e87491a-cc56-d940-3d91-8321f4474bbe,207
5e87491c-1142-d047-bfe2-67abf4d4e230,202
5e874927-3878-4aec-6359-68385283aad5,209
5e874928-719e-4ebc-11db-02ccbcfd984c,231
5e874931-e644-1f12-8e51-280f10f9376e,208
5e874933-9aa2-7e27-39c8-c8a78aaeaade,224
5e874936-d03d-7b63-8497-ad2bbd1d6293,200
5e874937-6f47-c4fa-dbe5-9216d9012b36,220
5e87493a-c089-557d-d952-a6f000622148,234
5e87493d-cd0c-0c48-16ab-075df02633a8,215
5e874943-be55-08e5-1850-81e1c04a56db,234
5e874944-6e80-6468-a416-b1ee67d6179d,220
5e874948-fb3b-d997-c34b-c05ca64abdc0,220
5e87494b-2580-9194-4492-4a31b4964970,202
5e87494b-a0fc-3733-c7b7-da9e05ecbc10,184
5e874953-e839-4915-39c6-19e410c81020,210
5e874954-04fc-5347-23be-e467b550dbe6,220
5e874957-e600-5e56-dd94-c1577eb2f868,219
5e874959-f915-64e6-5d2d-965893fffddd,170
5e87495e-36df-34cd-a42f-d37ecb31d31a,289
5e874961-0a4a-9a38-5305-b11e87c655b5,197
5e874962-6742-937f-221e-6c0537247142,225
5e874968-feee-1387-6416-bd79d9a81b13,208
5e874971-f72b-d6f8-67ca-2f2b70f9e69d,217
5e874974-5205-8d7b-0de1-15ce1d665cc2,206
5e874974-b5be-8eb0-0ed2-1305652c7bf4,218
5e87497e-622d-24d6-211f-4694948f3600,206
5e874983-e598-01ff-5c98-e9c97415b872,221
5e87498b-cbc8-ea52-10a5-6b148671bbac,192
5e874993-ece3-9ded-50ff-78f071b03708,209
5e87499b-d70c-55b2-be8b-bb8de1a5e386,207
5e8749a3-1a96-c426-4ce9-a9b42fae9fcc,194
5e8749af-1ec7-996b-8071-616ce6a1b9f4,215
5e8749b2-0ef1-e763-557a-2157e81552d7,205
5e8749b8-298f-36f5-0149-bb1bf23868ff,223
5e8749ba-dacd-666d-4147-142697bbdfcf,211
5e8749bd-176a-d2c5-5d15-287da5683c52,211
5e8749be-ab54-a45b-f130-a8009ad37844,229
5e8749c1-c1a2-b7a9-a1a9-a70ffb491591,117
5e8749c2-ca74-6705-2f85-174e25c66c91,197
5e8749d2-4299-b03a-a784-55d47a6e93fc,231
5e8749de-0e94-c439-7973-111a67354e5b,247
5e8749df-00f1-23e3-c53c-02b19fe8f145,168
5e8749df-a8d7-5256-2960-c13331b88abc,187
5e8749e2-afda-3659-495d-21e189a01b4b,226
5e8749e2-deb5-ac4c-6a42-c13516ad1701,209
5e8749ec-3002-7ee6-9508-a3e26422a20c,184
5e8749f0-66a2-45e2-28b3-d101e5f23bb8,206
5e8749f6-4420-6b7e-4e39-b7aba3a6c9be,224
5e8749fe-5b3d-08c2-c237-27aeeda67b4e,215
5e874a03-4af4-983f-7431-8e662afc17dd,140
5e874a0b-32c3-fae3-deb5-88993bbca64b,192
5e874a23-eb5c-4e7b-d8a2-205118ef3a0c,117
5e874a23-fa09-40ba-6936-eabf8e095c06,221
5e874a25-c383-e7c8-8fa2-6eb69288a6c5,254
5e874a2a-b0d0-9869-9745-26c5d17c50c6,178
5e874a2b-58ea-cdbd-a84e-03ef5d97478b,228
5e874a37-b608-d38c-b077-c5369045a61b,215
5e874a4c-50b5-2310-cdd3-539d42f46b88,254
5e874a57-d704-972e-f8fb-b3fc72a7dce8,238
5e874a5a-44dd-8b2c-b82a-e768294ebce1,178
5e874a62-7a23-5bac-07ce-9badb58ef9cd,167
5e874a65-b27a-d8f6-9224-9fc6c1a4cbc9,197
5e874a68-d82f-5c0c-e1b0-c49f1910f1e2,211
5e874a6a-f8f3-30dd-c286-29dba09c8c8f,290
5e874a6e-6358-e7f2-99e6-1915df70b5b2,197
5e874a71-4ea7-361c-78da-f6225a307224,194
5e874a71-b4df-6e08-0919-c8279d0efa4b,206
5e874a72-205a-2cca-8905-d43bfacfb9f3,220
5e874a77-0b60-9266-932e-dd8cca0b57d7,222
5e874a77-9028-bec3-6c6e-29650a22e6e5,235
5e874a7a-adb9-1eb4-ba78-fed9d1a8c246,219
5e874a7e-a59a-594c-42e3-1513889e8924,222
5e874a8f-327c-4ca9-92eb-098514897d3e,209
5e874a96-207d-19f3-704e-0b622c5cbb0c,203
5e874a9e-ed71-e4f7-6f76-582bd61d6382,206
5e874aa1-7f96-b8bc-2f71-2f8cb68dcf18,222
5e874aa9-5688-c107-ace8-41461a60ba8e,224
5e874aad-a3f1-c866-4dc7-4fdd0789ba48,221
5e874aae-878a-3d14-ba4f-7174532d2936,228
5e874ab7-42c7-afcf-cca1-28f61dc505ea,228
5e874abd-e2bd-e332-cc42-fa8d49b86f19,239
5e874ac4-6d63-f00b-b28b-e20ad01e59a0,248
5e874ac9-b99d-bc8c-8746-3d02fe70f698,247
5e874aca-1c1b-a0aa-de33-032c3ae05b78,140
5e874acb-4de9-adbe-7ba5-5db92c429619,235
5e874acf-3d53-83ee-eede-857626916dc1,208
5e874ad7-2f76-d8cd-1603-ba92ab71fbee,229
5e874adf-a688-4b6d-db4a-108d365eb2fc,208
5e874ae6-1755-e3e0-24ed-551a9daa4595,264
5e874aee-2196-bfc2-c7da-c9e6247885de,248
5e874af0-87ad-de17-2eea-84a7b19ea319,234
5e874af2-7a59-635e-383d-430769f88271,222
5e874af3-3974-3bd0-7a42-830092f56181,203
5e874afe-a5a4-4733-e094-8d30d99fb38a,206
5e874b00-0de6-a723-3296-d31b37cc5b76,209
5e874b02-00ad-9516-76a8-691d13bc5761,230
5e874b09-bed3-a15b-0450-09d9ed71ddca,221
5e874b14-ec52-2333-e84b-ddc7bae68e2b,181
5e874b1c-4b14-316b-e7e6-f120a2906a1c,197
5e874b1c-bb30-307c-c457-343c99bf4379,205
5e874b1d-0c56-4d9a-d23d-88072c3f918a,194
5e874b1e-7be6-a8c0-5d1e-b64faffd57f7,230
5e874b27-6014-25ce-8251-671426695cc6,242
5e874b2c-8437-7e4d-fa7f-609dd87645e0,142
5e874b2d-31a8-e226-4749-765049107d16,250
5e874b3a-46a7-a3f8-d55e-f669832558e3,146
5e874b3a-8065-d6da-b948-28edcca631f5,220
5e874b3c-18d1-9d6b-5141-28deb67f9d64,146
5e874b40-d52a-66a0-3509-b6c1dd37c3c4,181
5e874b4e-a573-508f-e564-8f55e14cd3f4,217
5e874b4f-8c1b-4647-24ce-c2afabf762bf,230
5e874b5c-ec2c-d628-3af4-0c90b0c46912,233
5e874b5d-7ad8-ae3b-6cf1-7f6714179442,239
5e874b60-1cd0-0ab6-1ac4-8cb77f02b384,228
5e874b62-9158-2319-9db2-d62efecbc4aa,227
5e874b63-de49-27f6-aa56-bf1131546810,221
5e874b64-3dc5-e3a5-9a3e-0858865195fb,257
5e874b68-7503-9df3-b66b-14cfc14826db,242
5e874b6b-7dc3-ca3a-4ae7-33222f4d8f2d,222
5e874b6c-52fe-54b0-e1df-cf09d2c48d02,194
5e874b6c-7eeb-0c9f-dbec-fc83ea7cd86e,254
5e874b6e-55e3-abc5-56fe-44ddba20b05b,242
5e874b72-8caa-c1f9-9732-590927a5c866,248
5e874b74-1ac4-850e-3dd3-98216f48dbac,220
5e874b7f-7227-4aac-c47b-f7ad69c06051,221
5e874b81-321d-e4dd-e44d-eb623034200f,221
5e874b83-2912-4fdd-c2ac-d9e6c69dcae7,234
5e874b85-e585-b49b-c8de-10344048fdf7,240
5e874b86-1d20-d681-9142-4166065697e0,231
5e874b97-86ae-b229-f56a-8342e1f63cd4,197
5e874b97-f925-f7e6-d451-955e26009ab7,140
5e874b9b-5434-741c-d19a-863d91e9d449,223
5e874b9b-6fad-d110-35b7-41550cdc82f0,221
5e874ba8-28b7-1753-967f-217a48d54797,238
5e874ba9-5589-5eb5-41f2-388cfab3f261,241
5e874ba9-ce9c-4fd4-31f5-7ede0357a398,276
5e874baa-5009-5bcc-20f7-2ea9584c8d8a,203
5e874bab-5e9a-94da-9db6-b1eeeb3732ae,206
5e874bb2-f249-9436-7874-31dc49fed471,245
5e874bb7-c3bc-feb0-21ef-4fa327656dba,140
5e874bba-a693-5a7e-fc7e-9b2bfdcfa4ec,270
5e874bbc-1f52-9326-31c7-ac4d1f71d990,222
5e874bbe-ea97-6b0d-3c54-48c870efa7ba,248
5e874bc2-72fb-9a48-0a19-ce733137bb9e,254
5e874bc4-3288-b4b4-837e-b53a8301976d,221
5e874bd9-d7ee-ad56-8dc2-37c0c709d5cf,238
5e874bda-4c23-09fa-b2ba-af14b040a179,233
5e874bda-ab36-0979-c187-d19cb5d2fefe,251
5e874bde-6dd9-dd09-15ba-735b354c8803,224
5e874be0-8857-f619-1649-08b86236a939,219
5e874be0-d8fb-2f3c-068f-a8bb802c7143,250
5e874be5-c00e-f5bd-e80c-ced5b0b27d31,217
5e874be8-bb90-0191-2bfb-57db0ee6b85a,235
5e874bf2-b1c5-96ed-d5f7-efe6b39db8fd,255
5e874bf3-7647-7f7c-670b-dd01f233e3b1,238
5e874bf8-0865-4f2e-ccb9-1058f7986482,240
5e874bfb-aed7-fc18-44c6-7dcd24c6149b,264
5e874c00-003d-0c35-162b-8aead3a4427c,242
5e874c0f-b1c0-5d77-80fe-1792045465bd,247
5e874c16-7e8b-b785-688d-c180cfda30f7,248
5e874c19-4cdd-da63-07df-8dc2318f37ea,244
5e874c1c-ffff-ea77-f756-0f381944ba44,206
5e874c20-7a0b-bd6e-a9e2-617c9803b99c,235
5e874c25-e372-514d-c47f-5ccc43f7f931,219
5e874c2b-5e57-6fde-28e6-147fe2e9fbe3,220
5e874c33-c227-766b-20ca-3dcca5c931dd,244
5e874c40-f4b8-d6ac-ff43-dd2801a531c3,251
5e874c4b-5535-1b3a-6151-fa29f95089d0,220
5e874c4c-4de8-63b5-7d7f-25aff1fbc381,258
5e874c4e-9043-6980-8627-65c613ccdf2d,221
5e874c51-69b1-e82e-6322-bb3023c03d82,248
5e874c52-7e76-904b-4688-f6ec95691427,257
5e874c55-6596-65c0-881b-efc89224ed42,251
5e874c57-54bf-d318-20bc-a510e23de34c,249
5e874c5e-65ec-458b-a0eb-2445d61e5128,256
5e874c5f-6095-cd63-c275-284b3efc60b3,220
5e874c62-d2c5-ab73-ceff-3602e233d179,254
5e874c68-9d80-d65e-2410-bd8b1cdc8144,239
5e874c6b-6b5d-6146-7e65-88e2b054a325,241
5e874c6e-f207-6a55-9aee-3c5ab1f46a90,178
5e874c72-d524-efed-d365-4a2b49be845b,289
5e874c76-9ec2-329b-1791-4e1bcfddc17c,217
5e874c78-0341-b60d-451a-3fa1129ced30,251
5e874c79-8310-aa5e-73a4-ac0aed5f77de,222
5e874c79-c10f-b199-fb60-b7e64f39548b,178
5e874c81-f746-606c-babf-9b375f3c0ebb,255
5e874c8d-6fa1-b8a1-8d19-f7354c473394,259
5e874c96-5595-f974-6588-e91bef2b01f2,264
5e874c9a-4df2-d88c-2eab-d92f4e70dce1,232
5e874c9c-59b3-d664-2b13-ea206596f8bb,223
5e874ca1-ba50-dc4b-9e33-e8c72ae5c8ed,276
5e874cac-1a4e-ac87-795e-93a543aaa6da,248
5e874cb3-e03b-db97-5fe2-e36e125d10c5,222
5e874cb7-15ef-b632-1b05-84494f35228f,269
5e874cb9-8adf-3e07-8654-6d9d0268517a,316
5e874cb9-e863-8e7b-76a0-db13092f76d8,257
5e874cbc-ad25-2f76-e6b8-9a3a1bfa40c6,254
5e874cc3-8943-581a-b133-684b11e78493,244
5e874cc4-ce17-e724-c8c0-0bf6c8546375,276
5e874ccd-268e-0a8e-2824-3058693da1b6,261
5e874cce-172e-80be-4bfc-3369e143c34f,254
5e874cd2-965d-e818-4c42-712d08c586d5,241
5e874cd9-723b-9634-83c8-5f00d7b91401,252
5e874cdf-c84d-8417-a2e0-c6583dbf3b90,142
5e874ce0-a472-6d78-f7a5-a5b00fd7e138,282
5e874ce1-dcbe-46f2-d623-d804b2da6438,209
5e874ce6-9a07-caa5-0e10-3f4b24ebdfe8,244
5e874ce7-53ab-3391-f72f-cc727ff0c818,248
5e874ce8-32e3-6aed-037b-a1186601ca83,179
5e874ced-dd61-7d33-1b32-1509f1d595c7,258
5e874cf5-3fe0-bd99-708a-b14089ca3d82,240
5e874cfb-792d-b645-2afb-764d200613d5,261
5e874cfe-5ba0-5025-c78e-6051c51a24a2,253
5e874cfe-c2eb-81df-d040-56a4e600bfe6,276
5e874d00-1b16-b3ac-3374-ed780bf6fd20,269
5e874d01-836a-e005-5e5d-acfca209f205,249
5e874d02-348b-1d4a-22cb-c50daa56cb37,221
5e874d07-817f-2092-3a1f-302616b61235,259
5e874d0a-c3ef-910a-4a2e-e8bdd8d34959,243
5e874d17-3fac-b0a4-7f3a-e28c57686359,194
5e874d19-2c9b-a7f3-0b22-c38652fd10a7,248
5e874d1d-8dfe-3a8d-962f-078f42d39fa3,249
5e874d1d-bfd8-3a5d-ddd9-03c484b759e6,258
5e874d1e-0f03-3dfc-8b0b-316adac4dbc0,261
5e874d28-f1b0-f2e4-e139-04121f8ff2f0,249
5e874d29-57f4-fbd2-fb0d-0317b0008794,239
5e874d2d-8caa-25ef-e675-1c5a786c673d,209
5e874d2e-9369-075e-9e62-5d4e4d840cda,259
5e874d33-509b-7a60-dc15-d40dcefbb3b5,220
5e874d39-3201-dfcb-9490-d4196d04c9d0,275
5e874d3e-00cc-b336-84ff-42892dee22b6,222
5e874d46-88bf-c869-7a2e-fbf2f24169bd,248
5e874d4b-05cd-c8c5-c819-d342d6adc997,233
5e874d51-e8dc-ce72-ee98-dc538863f311,287
5e874d54-bd13-d9c4-0f20-142fbb322ab9,255
5e874d5f-a654-912d-01df-40936de1a93f,261
5e874d60-a34a-6119-a079-78b4fef3f761,270
5e874d60-b90d-e689-6d3f-f22541972d1f,253
5e874d62-2247-110c-c09a-b19f026533b7,263
5e874d6e-c4fd-bfb0-6535-39bbecccb603,222
5e874d75-5167-1b74-dbee-7bdc63083a2d,222
5e874d79-97fa-a688-50f2-1df550fe52b0,140
5e874d7e-7ad9-809b-affa-59c8a6ba2d5e,220
5e874d7f-7442-e48c-735d-528c7c1a03e2,250
5e874d81-48a7-521f-913c-00c6a75cc498,258
5e874d82-0906-f932-c338-74720b6f7611,276
5e874d83-8f70-9692-0065-d8fe3cd96d9f,240
5e874d84-a16f-fa4b-f16a-1145fd21faa4,253
5e874d88-b204-1b8d-9860-f8df83d154e4,247
5e874d89-4f73-8399-39d2-2e4dad011aba,259
5e874d95-b9cb-7915-f60f-bd8c26dd095f,265
5e874d9e-19cb-396b-f411-2f21c6b6faa0,272
5e874d9f-504a-f539-30ae-ba0581143791,269
5e874da0-5c66-e5a6-54cd-b6b130a123f1,222
5e874da6-cebc-a1dc-ce9d-126ddc9656d1,209
5e874da9-a591-34a2-63f5-c14d05eef3a0,253
5e874db0-c67c-7166-743c-6f13b3ea5d80,283
5e874db8-f14a-e6cc-ff12-8f6489977023,266
5e874dba-2a8b-a07d-fc6b-82c3079e11a3,263
5e874dbf-4b5d-b4d0-b8f7-dbf52c40d06b,243
5e874dc0-4031-db47-5ac3-68a553a4d254,267
5e874dcc-a884-6148-5fed-32af224db48b,266
5e874dd0-099a-2f45-ac23-b6ba2b5c9b44,269
5e874dd0-6d24-27d9-821c-2429cb3c3c09,318
5e874dd6-a3c8-f803-159f-251add62d865,265
5e874de1-4aa4-03b3-3d02-6eb1b3b58f77,280
5e874de3-5d9f-b327-ce1a-e82dcfcef258,269
5e874de8-0324-44d1-e671-e9705b6ba7c2,264
5e874dea-f676-5730-7ebf-3d097d5debc2,289
5e874def-bd07-d9ff-ff2b-56105e9ae5ef,232
5e874df2-c9ed-353c-c8c0-920414fc3ef9,262
5e874df5-97ce-dd64-39e3-ac9f44235014,289
5e874df7-0d48-0022-b474-2ff553c10a3d,269
5e874df7-58f6-7c50-04a3-b347454a99d8,254
5e874dfb-5494-f4d0-ddd0-497df8f97f2d,194
5e874e00-27c0-42e1-ea5d-85bb96af3954,194
5e874e00-dfbd-db0f-0ac2-f72a43f52e49,232
5e874e03-caa8-f383-9092-b295e9bf5ad2,243
5e874e04-2880-789d-810d-7718b0e51d89,267
5e874e11-7441-7ba1-c487-5e7a87c22554,209
5e874e14-9cce-95ba-f871-6d3cea1c7713,289
5e874e16-b059-4e0d-6aef-062825627816,274
5e874e17-d5de-c0c9-9856-6e549a775ab2,296
5e874e23-587e-00a8-e076-972b5e563de4,252
5e874e23-f5a7-a5f6-0be1-f8122dec3bb9,256
5e874e25-345c-6a22-cd8d-cec6afdfe443,272
5e874e2f-1536-49c9-11c0-9b26e347bfed,265
5e874e37-4c6f-9c92-1390-603410b3241f,274
5e874e3c-d636-5433-16af-f017dca282a0,282
5e874e3d-36b8-af49-910b-0a6e8f79ed9b,266
5e874e40-446a-8afe-4a96-af16bb09db69,267
5e874e43-0cb8-970c-16b7-9d6fbcaaf828,299
5e874e47-038b-ffaa-de25-81d97a8dd029,289
5e874e4c-aa10-d161-cd53-785fc6f1febb,282
5e874e4f-40d3-3043-ed5e-77e70e9cdecb,282
5e874e4f-5e14-c1b3-d100-5a222e219102,280
5e874e56-1cd1-2d15-e4ff-1b261f06ebe1,318
5e874e57-16c5-79fe-69d6-e8ebf22d8420,257
5e874e59-1f9b-37c3-b449-7b9dfb44cfd6,217
5e874e5c-8cd0-f1b4-e03f-87f51210a952,250
5e874e5c-c005-c26f-9439-992b00060965,318
5e874e5f-7197-603b-b081-f4aff857200a,284
5e874e5f-aaf6-118d-4c16-6f442ecfb482,250
5e874e60-25fa-642a-e838-cf0d62d5e5fc,250
5e874e60-ef3b-e68e-c7da-147e93fc3b63,266
5e874e63-637f-4260-18a6-ec6ae4627d18,280
5e874e64-f250-5b39-a3f9-c751cb033b23,233
5e874e66-9583-2e73-236b-55a6ce964a18,312
5e874e6b-790c-2a97-34e1-970b89336474,273
5e874e70-78a0-8dc1-f1c6-632003a701da,246
5e874e70-b6aa-8e9b-4a42-6bcc10940386,243
5e874e73-9866-7f5d-eebd-abe2a5de4dd4,254
5e874e78-bd64-bccc-71ac-71e70211d749,282
5e874e7c-3ba2-b46a-6a4f-fba9cecac823,265
5e874e7f-41c3-3344-01f6-d21ca186cf87,275
5e874e80-9e29-ca5c-5a07-1c1aaff32f78,301
5e874e80-f940-55b6-a305-dc712fc83fcf,274
5e874e81-d5e5-aa6b-5cc4-ab10d5ecc97b,272
5e874e84-4055-ac78-c804-fda004b18511,857
5e874e89-b8dc-6b6b-e709-78d0041a483b,283
5e874e8b-1e34-cb1f-ffc4-c81dcdec612b,282
5e874e8d-a9ab-9457-f25b-3306a3b37490,276
5e874e90-8810-cc3a-d572-9acefa965250,272
5e874e91-a5c5-b7ce-4e0b-b145dd486c2f,256
5e874e94-8a08-2815-3371-0218658d10bb,203
5e874e97-e061-0e62-c6a0-d43f384ef722,223
5e874e9b-f453-16e4-b5a7-77e03400406e,254
5e874e9f-b2ef-16ca-9d5c-82a95390c53c,245
5e874ea4-ecef-699d-5b69-8125deb6c2a5,296
5e874ea7-6d22-16d9-e9ea-498363a7d1ae,282
5e874ea8-21b2-aa47-224f-b4ea1ccdc833,276
5e874ead-f397-10e5-a111-1330285b7b49,289
5e874eb4-f8cf-2dd6-2fa8-92f6e9286057,269
5e874eb7-7452-78f1-87f9-87e2968c2070,263
5e874ebf-65e2-89fd-4019-12ac55a7cadb,269
5e874ec0-84c5-b9fe-0870-16606fc4225c,262
5e874ec3-6cf2-e528-927c-d8dcc7e4a3a9,254
5e874ec9-b637-dcbd-7742-34791a37dd35,260
5e874ec9-e4c0-384b-f855-3b75de622aac,256
5e874eca-387d-2a25-a8bd-7fcdf6a0aefe,217
5e874ecc-79ae-e235-3041-3303ccad45ce,318
5e874ecd-9895-4c27-bd38-44b964834e07,270
5e874ece-82e3-7354-6014-69019787fd27,276
5e874ecf-3a28-14a5-6ffa-bf6507ee4aa6,267
5e874ed0-b4a7-8280-d363-8b4e409ed12a,289
5e874ed3-cd33-c66b-2c4c-58c708a555a7,275
5e874ed4-d592-dd8b-6077-e134322a99f6,267
5e874ed6-d564-df99-917e-2b8d3c6deef2,273
5e874edd-0311-8c16-adab-3a9de6d79459,142
5e874ee5-9f7f-fd4a-382e-a5293ddfc20c,273
5e874ee8-016f-91fd-11ce-4ca13afeddc5,260
5e874ee8-07a1-838b-e447-2b798f69bb03,232
5e874eeb-cee8-05ca-3d4b-1f5301d15a34,280
5e874eed-0e22-b870-410f-a4e63684b592,250
5e874f01-6fc3-0239-c941-95df29884694,209
5e874f01-75fd-7b50-401d-72e5e3baec28,287
5e874f04-0556-8e8a-d61a-e10799d5e837,262
5e874f05-fc69-0978-05eb-d7d9d629d7ac,290
5e874f06-0a62-4540-814c-c89e8ea59c76,392
5e874f07-3651-34f4-ede9-9760392c2ad5,260
5e874f0a-f3df-1296-14a2-2da4d543da6a,267
5e874f0c-c15c-07a6-76d7-243e9617381e,194
5e874f0e-972a-a160-bcac-e36e48efa632,262
5e874f11-f957-548a-a041-c17d11ad2089,299
5e874f15-d5af-cc90-700e-1228a9054dde,268
5e874f18-4501-77f1-1811-90d8f3937592,268
5e874f19-be9a-3518-3dd1-a6ca64ee2314,250
5e874f1d-8148-a553-8ff9-3bdeed2b7368,271
5e874f26-b1c8-88c1-fa14-c34d9cd97670,245
5e874f2b-96f7-27e3-784e-16563003ad96,277
5e874f2e-c01e-69aa-d5a6-1bea11426a8a,321
5e874f2f-9114-673c-9930-c20948a7da91,271
5e874f35-b91d-dc97-79cc-850f0185df2b,291
5e874f37-8b51-8a29-0cf3-a0555393dd8b,250
5e874f3e-8ff2-29a7-0ed2-d5569ec58eea,273
5e874f47-30c1-4b47-02a4-20f664a83989,269
5e874f48-62d9-fc2c-f142-1c767583689b,270
5e874f4e-d1c5-f666-e2cd-cbd9750aa6ed,194
5e874f56-9b91-6d0f-7f7a-b9b14cdcf3f8,254
5e874f60-38b8-97c7-9642-21e5db814b38,278
5e874f60-7997-ef1c-0b53-ea32bc913fe1,290
5e874f60-7e0f-44cf-ac90-db3b29cdf65a,294
5e874f72-db60-41aa-b82a-f38333092e18,275
5e874f74-e48d-1f96-1046-2903fe5a4f83,260
5e874f75-d6b5-b22f-3847-530ea90b7165,302
5e874f7f-3136-0b6a-c176-604cca7b368c,285
5e874f80-a4d2-23c4-a0af-401472d76b2c,277
5e874f83-a3c1-30d7-17a5-147f6eaa35c8,240
5e874f86-3704-cb9c-7922-49873bb069d9,276
5e874f88-62ca-dcf2-f2fd-55e2a2f9afcb,299
5e874f8b-400f-1b8b-99e1-72727cdd9bbe,278
5e874f8c-3366-121d-8ac8-aa7e7d4ee37f,178
5e874f8e-7482-02f2-615c-eaa4c2ab0e51,217
5e874f96-dbc2-c5b4-4f58-f9d8d7544eea,267
5e874f97-3c89-3210-708c-bae8491c5c03,209
5e874f98-ff16-f5dd-a47c-ab216dd8b124,274
5e874f9b-bd09-eb53-246b-bad4e14b9a75,263
